ItemId,Serial No.,Item Code,Item Name,Description,SRP,Size,Tonality,PhysicalCount,Broken
622,204700331,A43,A43/ Hampton Grey,40x40 Ceramic Matte (10/box),1,40x40,1705D,0,0
623,204700361,A43,A43/ Hampton Grey,40x40 Ceramic Matte (10/box),1,40x40,1709A,0,0
624,204700480,A43,A43/ Hampton Grey,40x40 Ceramic Matte (10/box),1,40x40,201601B,0,0
625,204710008,A44,A44/ Hampton Brown,40x40 Ceramic Matte (10/box),1,40x40,8,0,0
626,204710226,A44,A44/ Hampton Brown,40x40 Ceramic Matte (10/box),1,40x40,1605A,0,0
627,204710238,A44,A44/ Hampton Brown,40x40 Ceramic Matte (10/box),1,40x40,1607A,0,0
628,204710326,A44,A44/ Hampton Brown,40x40 Ceramic Matte (10/box),1,40x40,1705A,0,0
629,204710329,A44,A44/ Hampton Brown,40x40 Ceramic Matte (10/box),1,40x40,1705C,0,0
630,204710361,A44,A44/ Hampton Brown,40x40 Ceramic Matte (10/box),1,40x40,1709A,0,0
631,204710479,A44,A44/ Hampton Brown,40x40 Ceramic Matte (10/box),1,40x40,201601A,0,0
632,204710592,A44,A44/ Hampton Brown,40x40 Ceramic Matte (10/box),1,40x40,A44,0,0
633,204770226,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,1605A,0,0
634,204770247,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,160BA,0,0
635,204770250,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,1610A,0,0
636,204770326,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,1705A,0,0
637,204770361,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,1709A,0,0
638,204770474,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,201301B,0,0
639,204770479,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,201601A,0,0
640,204770480,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,201601B,0,0
641,204770531,A46,A46/ Wilmington Wood,40x40 Ceramic Matte (10/box),1,40x40,A1,0,0
642,204780226,A47,A47/ Zimbabwe Gres,40x40 Ceramic Matte (10/box),1,40x40,1605A,0,0
643,204780250,A47,A47/ Zimbabwe Gres,40x40 Ceramic Matte (10/box),1,40x40,1610A,0,0
644,204790204,A5,A5/ Wenge Klasik,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,1601-S1,84,0
